ip,cidr,hostname,owner,note,status
10.0.201.133,10.0.201.0/24,ws-hq-cwifi-132.corp.example.com,IT Infrastructure,"Workstation — R&D, assigned to user0132",used
10.0.201.134,10.0.201.0/24,ws-hq-cwifi-133.corp.example.com,IT Infrastructure,"Workstation — Facilities, assigned to user0133",used
10.0.201.135,10.0.201.0/24,ws-hq-cwifi-134.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0134",used
10.0.201.136,10.0.201.0/24,ws-hq-cwifi-135.corp.example.com,IT Infrastructure,"Workstation — Procurement, assigned to user0135",used
10.0.201.137,10.0.201.0/24,ws-hq-cwifi-136.corp.example.com,IT Infrastructure,"Workstation — IT Infrastructure, assigned to user0136",used
10.0.201.138,10.0.201.0/24,ws-hq-cwifi-137.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0137",used
10.0.201.139,10.0.201.0/24,ws-hq-cwifi-138.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0138",used
10.0.201.140,10.0.201.0/24,ws-hq-cwifi-139.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0139",used
10.0.201.141,10.0.201.0/24,ws-hq-cwifi-140.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0140",used
10.0.201.142,10.0.201.0/24,ws-hq-cwifi-141.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0141",used
10.0.201.143,10.0.201.0/24,ws-hq-cwifi-142.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0142",used
10.0.201.144,10.0.201.0/24,ws-hq-cwifi-143.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0143",used
10.0.201.145,10.0.201.0/24,ws-hq-cwifi-144.corp.example.com,IT Infrastructure,"Workstation — Sales, assigned to user0144",used
10.0.201.146,10.0.201.0/24,ws-hq-cwifi-145.corp.example.com,IT Infrastructure,"Workstation — Marketing, assigned to user0145",used
10.0.201.147,10.0.201.0/24,ws-hq-cwifi-146.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0146",used
10.0.201.148,10.0.201.0/24,ws-hq-cwifi-147.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0147",used
10.0.201.149,10.0.201.0/24,ws-hq-cwifi-148.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0148",used
10.0.201.150,10.0.201.0/24,ws-hq-cwifi-149.corp.example.com,IT Infrastructure,"Workstation — Procurement, assigned to user0149",used
10.0.201.151,10.0.201.0/24,ws-hq-cwifi-150.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0150",used
10.0.201.152,10.0.201.0/24,ws-hq-cwifi-151.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0151",used
10.0.201.153,10.0.201.0/24,ws-hq-cwifi-152.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0152",used
10.0.201.154,10.0.201.0/24,ws-hq-cwifi-153.corp.example.com,IT Infrastructure,"Workstation — R&D, assigned to user0153",used
10.0.201.155,10.0.201.0/24,ws-hq-cwifi-154.corp.example.com,IT Infrastructure,"Workstation — Marketing, assigned to user0154",used
10.0.201.156,10.0.201.0/24,ws-hq-cwifi-155.corp.example.com,IT Infrastructure,"Workstation — DevOps, assigned to user0155",used
10.0.201.157,10.0.201.0/24,ws-hq-cwifi-156.corp.example.com,IT Infrastructure,"Workstation — Procurement, assigned to user0156",used
10.0.201.158,10.0.201.0/24,ws-hq-cwifi-157.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0157",used
10.0.201.159,10.0.201.0/24,ws-hq-cwifi-158.corp.example.com,IT Infrastructure,"Workstation — Marketing, assigned to user0158",used
10.0.201.160,10.0.201.0/24,ws-hq-cwifi-159.corp.example.com,IT Infrastructure,"Workstation — Network Ops, assigned to user0159",used
10.0.201.161,10.0.201.0/24,ws-hq-cwifi-160.corp.example.com,IT Infrastructure,"Workstation — HR, assigned to user0160",used
10.0.201.162,10.0.201.0/24,ws-hq-cwifi-161.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0161",used
10.0.201.163,10.0.201.0/24,ws-hq-cwifi-162.corp.example.com,IT Infrastructure,"Workstation — Legal, assigned to user0162",used
10.0.201.164,10.0.201.0/24,ws-hq-cwifi-163.corp.example.com,IT Infrastructure,"Workstation — Helpdesk, assigned to user0163",used
10.0.201.165,10.0.201.0/24,ws-hq-cwifi-164.corp.example.com,IT Infrastructure,"Workstation — Compliance, assigned to user0164",used
10.0.201.166,10.0.201.0/24,ws-hq-cwifi-165.corp.example.com,IT Infrastructure,"Workstation — Executive, assigned to user0165",used
10.0.255.1,10.0.255.0/28,hq-core-sw01.hq.example.com,Network Ops,Core switch 1 loopback,reserved
10.0.255.2,10.0.255.0/28,hq-core-sw02.hq.example.com,Network Ops,Core switch 2 loopback,reserved
10.0.255.3,10.0.255.0/28,hq-fw01.hq.example.com,Network Ops,Firewall 1 loopback,reserved
10.0.255.4,10.0.255.0/28,hq-fw02.hq.example.com,Network Ops,Firewall 2 loopback,reserved
10.0.255.5,10.0.255.0/28,hq-rtr01.hq.example.com,Network Ops,Router 1 loopback,reserved
10.0.255.6,10.0.255.0/28,hq-rtr02.hq.example.com,Network Ops,Router 2 loopback,reserved
10.0.255.7,10.0.255.0/28,hq-nms01.hq.example.com,Network Ops,NMS server loopback,reserved
10.10.1.1,10.10.1.0/24,gw-dc-cmp.corp.example.com,Network Ops,Default gateway — DC Compute,reserved
10.10.1.2,10.10.1.0/24,dns1-dc-cmp.corp.example.com,Network Ops,Primary DNS — DC Compute,reserved
10.10.1.3,10.10.1.0/24,dns2-dc-cmp.corp.example.com,Network Ops,Secondary DNS — DC Compute,reserved
10.10.1.4,10.10.1.0/24,dhcp-dc-cmp.corp.example.com,Network Ops,DHCP server — DC Compute,reserved
10.10.1.5,10.10.1.0/24,web01-dc-cmp.corp.example.com,IT Infrastructure,Web server — Rebuilt 2026-01,used
10.10.1.6,10.10.1.0/24,db02-dc-cmp.corp.example.com,IT Infrastructure,Db server — Rebuilt 2026-01,used
10.10.1.7,10.10.1.0/24,app03-dc-cmp.corp.example.com,IT Infrastructure,App server — SELinux enforcing,used
10.10.1.8,10.10.1.0/24,api04-dc-cmp.corp.example.com,IT Infrastructure,Api server — Ubuntu 24.04 LTS,used
10.10.1.9,10.10.1.0/24,mail05-dc-cmp.corp.example.com,IT Infrastructure,Mail server — RHEL 9.2,used
10.10.1.10,10.10.1.0/24,vpn06-dc-cmp.corp.example.com,IT Infrastructure,Vpn server — SELinux enforcing,used
10.10.1.11,10.10.1.0/24,proxy07-dc-cmp.corp.example.com,IT Infrastructure,Proxy server — DR standby,used
10.10.1.12,10.10.1.0/24,nfs08-dc-cmp.corp.example.com,IT Infrastructure,Nfs server — New build,used
10.10.1.13,10.10.1.0/24,ldap09-dc-cmp.corp.example.com,IT Infrastructure,Ldap server — Production,used
10.10.1.14,10.10.1.0/24,radius10-dc-cmp.corp.example.com,IT Infrastructure,Radius server — DR standby,used
10.10.1.15,10.10.1.0/24,syslog11-dc-cmp.corp.example.com,IT Infrastructure,Syslog server — Legacy system,used
10.10.1.16,10.10.1.0/24,monitor12-dc-cmp.corp.example.com,IT Infrastructure,Monitor server — Patched 2026-03,used
10.10.1.17,10.10.1.0/24,backup13-dc-cmp.corp.example.com,IT Infrastructure,Backup server — Scheduled for decom Q3,used
10.10.1.18,10.10.1.0/24,ansible14-dc-cmp.corp.example.com,IT Infrastructure,Ansible server — RHEL 9.2,used
10.10.1.19,10.10.1.0/24,git15-dc-cmp.corp.example.com,IT Infrastructure,Git server — Staging,used
10.10.1.20,10.10.1.0/24,ci16-dc-cmp.corp.example.com,IT Infrastructure,Ci server — RHEL 9.2,used
10.10.1.21,10.10.1.0/24,artifact17-dc-cmp.corp.example.com,IT Infrastructure,Artifact server — RHEL 9.2,used
10.10.1.22,10.10.1.0/24,vault18-dc-cmp.corp.example.com,IT Infrastructure,Vault server — New build,used
10.10.1.23,10.10.1.0/24,kafka19-dc-cmp.corp.example.com,IT Infrastructure,Kafka server — Staging,used
10.10.1.24,10.10.1.0/24,redis20-dc-cmp.corp.example.com,IT Infrastructure,Redis server — Legacy system,used
10.10.1.25,10.10.1.0/24,elastic21-dc-cmp.corp.example.com,IT Infrastructure,Elastic server — Ansible-managed,used
10.10.1.26,10.10.1.0/24,kibana22-dc-cmp.corp.example.com,IT Infrastructure,Kibana server — New build,used
10.10.1.27,10.10.1.0/24,grafana23-dc-cmp.corp.example.com,IT Infrastructure,Grafana server — Production,used
10.10.1.28,10.10.1.0/24,zabbix24-dc-cmp.corp.example.com,IT Infrastructure,Zabbix server — Windows Server 2022,used
10.10.1.29,10.10.1.0/24,netbox25-dc-cmp.corp.example.com,IT Infrastructure,Netbox server — DR standby,used
10.10.1.30,10.10.1.0/24,wiki26-dc-cmp.corp.example.com,IT Infrastructure,Wiki server — Rebuilt 2026-01,used
10.10.1.31,10.10.1.0/24,jira27-dc-cmp.corp.example.com,IT Infrastructure,Jira server — RHEL 9.2,used
10.10.1.32,10.10.1.0/24,confluence28-dc-cmp.corp.example.com,IT Infrastructure,Confluence server — SELinux enforcing,used
10.10.1.33,10.10.1.0/24,nexus29-dc-cmp.corp.example.com,IT Infrastructure,Nexus server — DR standby,used
10.10.1.34,10.10.1.0/24,harbor30-dc-cmp.corp.example.com,IT Infrastructure,Harbor server — Staging,used
10.10.1.35,10.10.1.0/24,k8s-master31-dc-cmp.corp.example.com,IT Infrastructure,K8S-Master server — New build,used
10.10.1.36,10.10.1.0/24,k8s-worker32-dc-cmp.corp.example.com,IT Infrastructure,K8S-Worker server — Ubuntu 24.04 LTS,used
10.10.1.37,10.10.1.0/24,etcd33-dc-cmp.corp.example.com,IT Infrastructure,Etcd server — HA pair node B,used
10.10.1.38,10.10.1.0/24,web34-dc-cmp.corp.example.com,IT Infrastructure,Web server — Scheduled for decom Q3,used
10.10.1.39,10.10.1.0/24,db35-dc-cmp.corp.example.com,IT Infrastructure,Db server — Patched 2026-03,used
10.10.1.40,10.10.1.0/24,app36-dc-cmp.corp.example.com,IT Infrastructure,App server — Windows Server 2022,used
10.10.1.41,10.10.1.0/24,api37-dc-cmp.corp.example.com,IT Infrastructure,Api server — Rebuilt 2026-01,used
10.10.1.42,10.10.1.0/24,mail38-dc-cmp.corp.example.com,IT Infrastructure,Mail server — SELinux enforcing,used
10.10.1.43,10.10.1.0/24,vpn39-dc-cmp.corp.example.com,IT Infrastructure,Vpn server — Staging,used
10.10.1.44,10.10.1.0/24,proxy40-dc-cmp.corp.example.com,IT Infrastructure,Proxy server — RHEL 9.2,used
10.10.1.45,10.10.1.0/24,nfs41-dc-cmp.corp.example.com,IT Infrastructure,Nfs server — Scheduled for decom Q3,used
10.10.1.46,10.10.1.0/24,ldap42-dc-cmp.corp.example.com,IT Infrastructure,Ldap server — RHEL 9.2,used
10.10.1.47,10.10.1.0/24,radius43-dc-cmp.corp.example.com,IT Infrastructure,Radius server — SELinux enforcing,used
10.10.1.48,10.10.1.0/24,syslog44-dc-cmp.corp.example.com,IT Infrastructure,Syslog server — RHEL 9.2,used
10.10.1.49,10.10.1.0/24,monitor45-dc-cmp.corp.example.com,IT Infrastructure,Monitor server — Legacy system,used
10.10.1.50,10.10.1.0/24,backup46-dc-cmp.corp.example.com,IT Infrastructure,Backup server — Rebuilt 2026-01,used
10.10.1.51,10.10.1.0/24,ansible47-dc-cmp.corp.example.com,IT Infrastructure,Ansible server — Scheduled for decom Q3,used
10.10.1.52,10.10.1.0/24,git48-dc-cmp.corp.example.com,IT Infrastructure,Git server — SELinux enforcing,used
10.10.1.53,10.10.1.0/24,ci49-dc-cmp.corp.example.com,IT Infrastructure,Ci server — Windows Server 2022,used
10.10.1.54,10.10.1.0/24,artifact50-dc-cmp.corp.example.com,IT Infrastructure,Artifact server — Ansible-managed,used
10.10.1.55,10.10.1.0/24,vault51-dc-cmp.corp.example.com,IT Infrastructure,Vault server — Ubuntu 24.04 LTS,used
10.10.1.56,10.10.1.0/24,kafka52-dc-cmp.corp.example.com,IT Infrastructure,Kafka server — New build,used
10.10.1.57,10.10.1.0/24,redis53-dc-cmp.corp.example.com,IT Infrastructure,Redis server — RHEL 9.2,used
10.10.1.58,10.10.1.0/24,elastic54-dc-cmp.corp.example.com,IT Infrastructure,Elastic server — Legacy system,used
10.10.1.59,10.10.1.0/24,kibana55-dc-cmp.corp.example.com,IT Infrastructure,Kibana server — Production,used
10.10.1.60,10.10.1.0/24,grafana56-dc-cmp.corp.example.com,IT Infrastructure,Grafana server — Patched 2026-03,used
10.10.1.61,10.10.1.0/24,zabbix57-dc-cmp.corp.example.com,IT Infrastructure,Zabbix server — Staging,used
10.10.1.62,10.10.1.0/24,netbox58-dc-cmp.corp.example.com,IT Infrastructure,Netbox server — HA pair node A,used
10.10.1.63,10.10.1.0/24,wiki59-dc-cmp.corp.example.com,IT Infrastructure,Wiki server — SELinux enforcing,used
10.10.1.64,10.10.1.0/24,jira60-dc-cmp.corp.example.com,IT Infrastructure,Jira server — SELinux enforcing,used
10.10.1.65,10.10.1.0/24,confluence61-dc-cmp.corp.example.com,IT Infrastructure,Confluence server — Ansible-managed,used
10.10.1.66,10.10.1.0/24,nexus62-dc-cmp.corp.example.com,IT Infrastructure,Nexus server — HA pair node B,used
10.10.1.67,10.10.1.0/24,harbor63-dc-cmp.corp.example.com,IT Infrastructure,Harbor server — HA pair node A,used
10.10.1.68,10.10.1.0/24,k8s-master64-dc-cmp.corp.example.com,IT Infrastructure,K8S-Master server — Windows Server 2022,used
10.10.1.69,10.10.1.0/24,k8s-worker65-dc-cmp.corp.example.com,IT Infrastructure,K8S-Worker server — Staging,used
10.10.1.70,10.10.1.0/24,etcd66-dc-cmp.corp.example.com,IT Infrastructure,Etcd server — Rebuilt 2026-01,used
10.10.1.71,10.10.1.0/24,web67-dc-cmp.corp.example.com,IT Infrastructure,Web server — Staging,used
10.10.1.72,10.10.1.0/24,db68-dc-cmp.corp.example.com,IT Infrastructure,Db server — Ubuntu 24.04 LTS,used
10.10.1.73,10.10.1.0/24,app69-dc-cmp.corp.example.com,IT Infrastructure,App server — SELinux enforcing,used
10.10.1.74,10.10.1.0/24,api70-dc-cmp.corp.example.com,IT Infrastructure,Api server — Windows Server 2022,used
10.10.1.75,10.10.1.0/24,mail71-dc-cmp.corp.example.com,IT Infrastructure,Mail server — RHEL 9.2,used
10.10.1.76,10.10.1.0/24,vpn72-dc-cmp.corp.example.com,IT Infrastructure,Vpn server — Staging,used
10.10.1.77,10.10.1.0/24,proxy73-dc-cmp.corp.example.com,IT Infrastructure,Proxy server — New build,used
10.10.1.78,10.10.1.0/24,nfs74-dc-cmp.corp.example.com,IT Infrastructure,Nfs server — DR standby,used
10.10.1.79,10.10.1.0/24,ldap75-dc-cmp.corp.example.com,IT Infrastructure,Ldap server — Windows Server 2022,used
10.10.1.80,10.10.1.0/24,radius76-dc-cmp.corp.example.com,IT Infrastructure,Radius server — HA pair node B,used
10.10.1.81,10.10.1.0/24,syslog77-dc-cmp.corp.example.com,IT Infrastructure,Syslog server — Ansible-managed,used
10.10.1.82,10.10.1.0/24,monitor78-dc-cmp.corp.example.com,IT Infrastructure,Monitor server — Production,used
10.10.1.83,10.10.1.0/24,backup79-dc-cmp.corp.example.com,IT Infrastructure,Backup server — Production,used
10.10.1.84,10.10.1.0/24,ansible80-dc-cmp.corp.example.com,IT Infrastructure,Ansible server — Scheduled for decom Q3,used
10.10.1.85,10.10.1.0/24,git81-dc-cmp.corp.example.com,IT Infrastructure,Git server — Ubuntu 24.04 LTS,used
10.10.1.86,10.10.1.0/24,ci82-dc-cmp.corp.example.com,IT Infrastructure,Ci server — Production,used
10.10.1.87,10.10.1.0/24,artifact83-dc-cmp.corp.example.com,IT Infrastructure,Artifact server — HA pair node B,used
10.10.1.88,10.10.1.0/24,vault84-dc-cmp.corp.example.com,IT Infrastructure,Vault server — Scheduled for decom Q3,used
10.10.1.89,10.10.1.0/24,kafka85-dc-cmp.corp.example.com,IT Infrastructure,Kafka server — Scheduled for decom Q3,used
10.10.1.90,10.10.1.0/24,redis86-dc-cmp.corp.example.com,IT Infrastructure,Redis server — Rebuilt 2026-01,used
10.10.1.91,10.10.1.0/24,elastic87-dc-cmp.corp.example.com,IT Infrastructure,Elastic server — DR standby,used
10.10.1.92,10.10.1.0/24,kibana88-dc-cmp.corp.example.com,IT Infrastructure,Kibana server — HA pair node A,used
10.10.1.93,10.10.1.0/24,grafana89-dc-cmp.corp.example.com,IT Infrastructure,Grafana server — Legacy system,used
10.10.1.94,10.10.1.0/24,zabbix90-dc-cmp.corp.example.com,IT Infrastructure,Zabbix server — Rebuilt 2026-01,used
10.10.1.95,10.10.1.0/24,netbox91-dc-cmp.corp.example.com,IT Infrastructure,Netbox server — Patched 2026-03,used
10.10.1.96,10.10.1.0/24,wiki92-dc-cmp.corp.example.com,IT Infrastructure,Wiki server — SELinux enforcing,used
10.10.1.97,10.10.1.0/24,jira93-dc-cmp.corp.example.com,IT Infrastructure,Jira server — Ubuntu 24.04 LTS,used
10.10.1.98,10.10.1.0/24,confluence94-dc-cmp.corp.example.com,IT Infrastructure,Confluence server — DR standby,used
10.10.1.99,10.10.1.0/24,nexus95-dc-cmp.corp.example.com,IT Infrastructure,Nexus server — DR standby,used
10.10.1.100,10.10.1.0/24,harbor96-dc-cmp.corp.example.com,IT Infrastructure,Harbor server — DR standby,used
10.10.1.101,10.10.1.0/24,k8s-master97-dc-cmp.corp.example.com,IT Infrastructure,K8S-Master server — Staging,used
10.10.1.102,10.10.1.0/24,k8s-worker98-dc-cmp.corp.example.com,IT Infrastructure,K8S-Worker server — Patched 2026-03,used
10.10.1.103,10.10.1.0/24,etcd99-dc-cmp.corp.example.com,IT Infrastructure,Etcd server — RHEL 9.2,used
10.10.1.104,10.10.1.0/24,web100-dc-cmp.corp.example.com,IT Infrastructure,Web server — Rebuilt 2026-01,used
10.10.1.105,10.10.1.0/24,db101-dc-cmp.corp.example.com,IT Infrastructure,Db server — Patched 2026-03,used
10.10.1.106,10.10.1.0/24,app102-dc-cmp.corp.example.com,IT Infrastructure,App server — SELinux enforcing,used
10.10.1.107,10.10.1.0/24,api103-dc-cmp.corp.example.com,IT Infrastructure,Api server — HA pair node A,used
10.10.1.108,10.10.1.0/24,mail104-dc-cmp.corp.example.com,IT Infrastructure,Mail server — New build,used
10.10.1.109,10.10.1.0/24,vpn105-dc-cmp.corp.example.com,IT Infrastructure,Vpn server — Ansible-managed,used
10.10.1.110,10.10.1.0/24,proxy106-dc-cmp.corp.example.com,IT Infrastructure,Proxy server — Patched 2026-03,used
10.10.1.111,10.10.1.0/24,nfs107-dc-cmp.corp.example.com,IT Infrastructure,Nfs server — DR standby,used
10.10.1.112,10.10.1.0/24,ldap108-dc-cmp.corp.example.com,IT Infrastructure,Ldap server — HA pair node A,used
10.10.1.113,10.10.1.0/24,radius109-dc-cmp.corp.example.com,IT Infrastructure,Radius server — New build,used
10.10.1.114,10.10.1.0/24,syslog110-dc-cmp.corp.example.com,IT Infrastructure,Syslog server — SELinux enforcing,used
10.10.1.115,10.10.1.0/24,monitor111-dc-cmp.corp.example.com,IT Infrastructure,Monitor server — HA pair node B,used
10.10.1.116,10.10.1.0/24,backup112-dc-cmp.corp.example.com,IT Infrastructure,Backup server — New build,used
10.10.1.117,10.10.1.0/24,ansible113-dc-cmp.corp.example.com,IT Infrastructure,Ansible server — HA pair node B,used
10.10.1.118,10.10.1.0/24,git114-dc-cmp.corp.example.com,IT Infrastructure,Git server — SELinux enforcing,used
10.10.1.119,10.10.1.0/24,ci115-dc-cmp.corp.example.com,IT Infrastructure,Ci server — Production,used
10.10.1.120,10.10.1.0/24,artifact116-dc-cmp.corp.example.com,IT Infrastructure,Artifact server — Ansible-managed,used
10.10.1.121,10.10.1.0/24,vault117-dc-cmp.corp.example.com,IT Infrastructure,Vault server — Ubuntu 24.04 LTS,used
10.10.1.122,10.10.1.0/24,kafka118-dc-cmp.corp.example.com,IT Infrastructure,Kafka server — New build,used
10.10.1.123,10.10.1.0/24,redis119-dc-cmp.corp.example.com,IT Infrastructure,Redis server — Ansible-managed,used
10.10.1.124,10.10.1.0/24,elastic120-dc-cmp.corp.example.com,IT Infrastructure,Elastic server — HA pair node B,used
10.10.1.125,10.10.1.0/24,kibana121-dc-cmp.corp.example.com,IT Infrastructure,Kibana server — SELinux enforcing,used
10.10.1.126,10.10.1.0/24,grafana122-dc-cmp.corp.example.com,IT Infrastructure,Grafana server — Legacy system,used
10.10.1.127,10.10.1.0/24,zabbix123-dc-cmp.corp.example.com,IT Infrastructure,Zabbix server — DR standby,used
